row_id,title,pipeline,action,classification,confidence,reason,old_relative_path,new_relative_path,size_bytes,sha256_before,sha256_after,checksum_match
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/DATA_DICTIONARY.csv,code/legacy/data_code/matlab_correlation_workflow/DATA_DICTIONARY.csv,13203,ad0a3582f29a89eac0f98d877471eb6bdc1bcbc9724fa9c62f1bf9e9fa985fa7,ad0a3582f29a89eac0f98d877471eb6bdc1bcbc9724fa9c62f1bf9e9fa985fa7,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/FILE_MANIFEST.csv,code/legacy/data_code/matlab_correlation_workflow/FILE_MANIFEST.csv,15203,7c729bc340bbca5b177062cbff877ed3eaf85bdda247bf154a930c37818daa7e,7c729bc340bbca5b177062cbff877ed3eaf85bdda247bf154a930c37818daa7e,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/README.md,code/legacy/data_code/matlab_correlation_workflow/README.md,1790,d39ad702cbe5146b8f62e95aa902e45f42f8aa5b0e2d1cc38f582c96265e63c4,d39ad702cbe5146b8f62e95aa902e45f42f8aa5b0e2d1cc38f582c96265e63c4,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/common_inputs/r_r_d.mat,code/legacy/data_code/matlab_correlation_workflow/common_inputs/r_r_d.mat,5098985,92200c3ae77c93f9841ad6d3c17f34f16e29ed2b270e52e7737642404f545cd4,92200c3ae77c93f9841ad6d3c17f34f16e29ed2b270e52e7737642404f545cd4,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/common_inputs/r_r_d_select.mat,code/legacy/data_code/matlab_correlation_workflow/common_inputs/r_r_d_select.mat,4203585,d0bc1ef596f23830963e993c9d8c0c380818969ccbe977e5f762bc71bfbfddf4,d0bc1ef596f23830963e993c9d8c0c380818969ccbe977e5f762bc71bfbfddf4,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/common_inputs/w_r_d.mat,code/legacy/data_code/matlab_correlation_workflow/common_inputs/w_r_d.mat,2848900,5fda32e50a4a7f9e568c79c0ddf59d1c8e4fa5b7544f6e55a46197b53f9a8302,5fda32e50a4a7f9e568c79c0ddf59d1c8e4fa5b7544f6e55a46197b53f9a8302,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/common_inputs/w_r_d_select.mat,code/legacy/data_code/matlab_correlation_workflow/common_inputs/w_r_d_select.mat,1037690,3e7ae44c8effa6ea731b40b684229c43c61d984399570aed776457e419cb2d22,3e7ae44c8effa6ea731b40b684229c43c61d984399570aed776457e419cb2d22,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/corr_lag1/correlation20190417.m,code/legacy/data_code/matlab_correlation_workflow/corr_lag1/correlation20190417.m,3798,83040d03accf74659268e794e3c39d496cfb9b818e13b490e61bf98dd4ba9f49,83040d03accf74659268e794e3c39d496cfb9b818e13b490e61bf98dd4ba9f49,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/corr_lag1/number_h_per_den.mat,code/legacy/data_code/matlab_correlation_workflow/corr_lag1/number_h_per_den.mat,505909,25fa1e066676ec04d5af02db16e247d70652a227eb0bec551477b42cdd0d0e64,25fa1e066676ec04d5af02db16e247d70652a227eb0bec551477b42cdd0d0e64,yes
paper-2023-05,Interaction Between Development Intensity: Spatial Weight Matrices,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_code/matlab_correlation_workflow/corr_lag1/number_w_per_den.mat,code/legacy/data_code/matlab_correlation_workflow/corr_lag1/number_w_per_den.mat,290276,bfa0112252fa77e8cecdba0fb380c9ff5b873bda72cc4a17736113bc61e0a51c,bfa0112252fa77e8cecdba0fb380c9ff5b873bda72cc4a17736113bc61e0a51c,yes
