row_id,source_path,package_path,asset_type,size_bytes,sha256,decision,reason
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag5_2016/r_r_d.mat (identical to corr_lag5_2006/r_r_d.mat),code/legacy/data_code/matlab_correlation_workflow/common_inputs/r_r_d.mat,matlab_data,5098985,92200c3ae77c93f9841ad6d3c17f34f16e29ed2b270e52e7737642404f545cd4,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag5_2016/r_r_d_select.mat (identical to corr_lag5_2006/r_r_d_select.mat),code/legacy/data_code/matlab_correlation_workflow/common_inputs/r_r_d_select.mat,matlab_data,4203585,d0bc1ef596f23830963e993c9d8c0c380818969ccbe977e5f762bc71bfbfddf4,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag5_2016/w_r_d.mat (identical to corr_lag5_2006/w_r_d.mat),code/legacy/data_code/matlab_correlation_workflow/common_inputs/w_r_d.mat,matlab_data,2848900,5fda32e50a4a7f9e568c79c0ddf59d1c8e4fa5b7544f6e55a46197b53f9a8302,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag5_2016/w_r_d_select.mat (identical to corr_lag5_2006/w_r_d_select.mat),code/legacy/data_code/matlab_correlation_workflow/common_inputs/w_r_d_select.mat,matlab_data,1037690,3e7ae44c8effa6ea731b40b684229c43c61d984399570aed776457e419cb2d22,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag1/correlation20190417.m,code/legacy/data_code/matlab_correlation_workflow/corr_lag1/correlation20190417.m,matlab_code,3798,83040d03accf74659268e794e3c39d496cfb9b818e13b490e61bf98dd4ba9f49,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag1/number_h_per_den.mat,code/legacy/data_code/matlab_correlation_workflow/corr_lag1/number_h_per_den.mat,matlab_data,505909,25fa1e066676ec04d5af02db16e247d70652a227eb0bec551477b42cdd0d0e64,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag1/number_w_per_den.mat,code/legacy/data_code/matlab_correlation_workflow/corr_lag1/number_w_per_den.mat,matlab_data,290276,bfa0112252fa77e8cecdba0fb380c9ff5b873bda72cc4a17736113bc61e0a51c,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag5_2006/corr_r_r_20200218.m,code/legacy/data_code/matlab_correlation_workflow/corr_lag5_2006/corr_r_r_20200218.m,matlab_code,3345,eb32eafeafac12aff9260c7d8eaffb970b29856bb48d9e71b96d5fa78e6a9380,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag5_2006/corr_r_w_20200218.m,code/legacy/data_code/matlab_correlation_workflow/corr_lag5_2006/corr_r_w_20200218.m,matlab_code,3343,72c3c0ac58e8cfc3e52ef976bfcf19e2267d7bd43bbeb938d435677cd25f8b21,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
paper-2023-05,/Users/dlev2617/Documents/Papers/~05-Published/Urban Science/Urban Science - Interaction between development intensity/Data/corr_lag5_2006/corr_w_r_20200218.m,code/legacy/data_code/matlab_correlation_workflow/corr_lag5_2006/corr_w_r_20200218.m,matlab_code,3343,65a8a5aeff3187ec04054058cfe716521f819b63a7a950ec9f0f16397429f51b,include_public_package_candidate,"User-supplied 2023-05 development-intensity data/code folder; compact, non-human-subject MATLAB derived matrix workflow."
